"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","loginAndNavigate","Surefire suite","Sun Mar 01 13:00:57 ICT 2026","broken","Sun Mar 01 13:00:57 ICT 2026","com.automation.ui.product.CreateProductTest","Surefire test","com.automation.ui.product.CreateProductTest","loginAndNavigate"
"","31119","Create a POD product with random product base","Surefire suite","Sun Mar 01 13:00:58 ICT 2026","broken","Sun Mar 01 13:01:29 ICT 2026","com.automation.ui.product.CreateProductTest","Surefire test","com.automation.ui.product.CreateProductTest","testCreatePODProduct"
